readout_gene,readout_class,replicate,assay,target_gene,day,shrna,bias,num_reads,cell_density,extra_umi
Afap1,MAE,1,no-UMI,Hdac1,19,E05,0.024390244,41,VERY GOOD,
Afap1,MAE,1,no-UMI,Rad21,19,E06,NA,0,LOW-NC,
Afap1,MAE,1,no-UMI,Ehmt2,19,E07,0.145454545,55,GOOD,
Afap1,MAE,1,no-UMI,Rnf2,19,E08,0.042857143,70,VERY GOOD,
Afap1,MAE,1,no-UMI,Kmt5a,19,E09,NA,0,VL,
Afap1,MAE,1,no-UMI,Sirt1,19,E10,0,35,MED-GOOD,
Afap1,MAE,1,no-UMI,Zfp57,19,E11,0.034482759,30,MED-GOOD,
Afap1,MAE,1,no-UMI,Ring1,19,E12,0.05,60,VERY GOOD,
Afap1,MAE,1,no-UMI,Hdac1,19,F01,0,16,MED,
Afap1,MAE,1,no-UMI,Sirt1,19,F02,0,2,LOW-MED,
Afap1,MAE,1,no-UMI,Atf7ip,19,F03,NA,0,LOW-NC,
Afap1,MAE,1,no-UMI,Parp1,19,F04,NA,0,VL,
Afap1,MAE,1,no-UMI,Dnmt1,19,F05,0.666666667,6,VL,
Afap1,MAE,1,no-UMI,Ctcf,19,F06,NA,0,LOW-NC,
Afap1,MAE,1,no-UMI,Zfp57,19,F07,NA,0,VL,
Afap1,MAE,1,no-UMI,Ctcf,19,F08,0.059701493,67,MED,
Afap1,MAE,1,no-UMI,Rad21,19,F09,0,20,GOOD,
Afap1,MAE,1,no-UMI,Rnf2,19,F10,0.023809524,42,VERY GOOD,
Afap1,MAE,1,no-UMI,Hdac1,19,F11,NA,0,LOW-MED,
Afap1,MAE,1,no-UMI,Suv39h1,19,F12,NA,0,VL,
Afap1,MAE,1,no-UMI,Suv39h1,19,G01,0.049019608,102,VERY GOOD,
Afap1,MAE,1,no-UMI,Zfp57,19,G02,0,28,VERY GOOD,
Afap1,MAE,1,no-UMI,Smchd1,19,G03,NA,0,LOW-NC,
Afap1,MAE,1,no-UMI,Atf7ip,19,G04,0.12987013,78,VERY GOOD,
Afap1,MAE,1,no-UMI,Ring1,19,G05,0.196428571,56,MED,
Afap1,MAE,1,no-UMI,Atf7ip,19,G06,0,7,LOW,
Afap1,MAE,1,no-UMI,Eed,19,G07,0.113636364,44,VERY GOOD,
Afap1,MAE,1,no-UMI,Ctcf,19,G08,0.066666667,15,MED-GOOD,
Afap1,MAE,1,no-UMI,Sirt1,19,G09,0,2,VL,
Afap1,MAE,1,no-UMI,Zfp57,19,G10,NA,0,VL,
Afap1,MAE,1,no-UMI,Hdac2,19,G11,0,49,VERY GOOD,
Afap1,MAE,1,no-UMI,Kmt5a,19,G12,0,43,GOOD,
Afap1,MAE,1,no-UMI,Ring1,19,H01,0.048387097,62,VERY GOOD,
Afap1,MAE,1,no-UMI,Atrx,19,H02,0,17,LOW,
Afap1,MAE,1,no-UMI,Parp1,19,H03,0,28,VERY GOOD,
Afap1,MAE,1,no-UMI,Rnf2,19,H04,0.023041475,217,VERY GOOD,
Afap1,MAE,1,no-UMI,Atrx,19,H05,0.025974026,232,VERY GOOD,
Afap1,MAE,1,no-UMI,Suv39h1,19,H06,NA,0,VL,
Afap1,MAE,1,no-UMI,Hdac1,19,H07,0.242857143,71,LOW,
Afap1,MAE,1,no-UMI,Rnf2,19,H08,0.079847909,264,VERY GOOD,
Afap1,MAE,1,no-UMI,pLKO,19,H09,0.060606061,133,VERY GOOD,
Afap1,MAE,1,no-UMI,pLKO,19,H10,0.066666667,90,VERY GOOD,
Afap1,MAE,1,no-UMI,EMPTY,19,H11,NA,0,NC,
Afap1,MAE,1,no-UMI,EMPTY,19,H12,NA,0,NC,
Hdlbp,BAE,1,no-UMI,Ctcf,7,A01,1,1,LOW,
Hdlbp,BAE,1,no-UMI,Rnf2,7,A02,NA,0,LOW,
Hdlbp,BAE,1,no-UMI,Ehmt2,7,A03,0.897435897,39,GOOD,
Hdlbp,BAE,1,no-UMI,Parp1,7,A04,0.516129032,217,MED,
Hdlbp,BAE,1,no-UMI,Parp1,7,A05,1,1,LOW,
Hdlbp,BAE,1,no-UMI,Zfp57,7,A06,0.23255814,302,GOOD,
Hdlbp,BAE,1,no-UMI,Atf7ip,7,A07,0,3,MED-GOOD,
Hdlbp,BAE,1,no-UMI,Hdac2,7,A08,0.314465409,159,GOOD,
Hdlbp,BAE,1,no-UMI,Kmt5a,7,A09,0.5,2,LOW,
Hdlbp,BAE,1,no-UMI,Suv39h1,7,A10,0.792035398,227,MED,
Hdlbp,BAE,1,no-UMI,Smchd1,7,A11,NA,0,LOW,
Hdlbp,BAE,1,no-UMI,Sirt1,7,A12,0.404761905,672,GOOD,
Hdlbp,BAE,1,no-UMI,Atrx,7,B01,1,1,LOW,
Hdlbp,BAE,1,no-UMI,Rad21,7,B02,0.5,2,LOW,
Hdlbp,BAE,1,no-UMI,Eed,7,B03,1,3,LOW,
Hdlbp,BAE,1,no-UMI,Hdac1,7,B04,0.75,4,MED,
Hdlbp,BAE,1,no-UMI,Dnmt1,7,B05,0.5,2,LOW,
Hdlbp,BAE,1,no-UMI,Eed,7,B06,0.230769231,13,MED-GOOD,
Hdlbp,BAE,1,no-UMI,Rrm2,7,B07,0.222222222,18,MED-GOOD,
Hdlbp,BAE,1,no-UMI,Atrx,7,B08,0.545454545,11,MED,
Hdlbp,BAE,1,no-UMI,Dnmt1,7,B09,0.233944954,218,GOOD,
Hdlbp,BAE,1,no-UMI,Sirt1,7,B10,1,2,MED,
Hdlbp,BAE,1,no-UMI,Parp1,7,B11,NA,0,LOW,
Hdlbp,BAE,1,no-UMI,Hdac2,7,B12,0.818181818,143,MED,
Hdlbp,BAE,1,no-UMI,Smchd1,7,C01,NA,0,LOW,
Hdlbp,BAE,1,no-UMI,Ehmt2,7,C02,0.477272727,176,GOOD,
Hdlbp,BAE,1,no-UMI,Rrm2,7,C03,NA,0,LOW,
Hdlbp,BAE,1,no-UMI,Rrm2,7,C04,1,2,LOW,
Hdlbp,BAE,1,no-UMI,Smchd1,7,C05,0.663366337,102,GOOD,
Hdlbp,BAE,1,no-UMI,Rrm2,7,C06,0.987012987,77,LOW,
Hdlbp,BAE,1,no-UMI,Kmt5a,7,C07,0.25,4,LOW,
Hdlbp,BAE,1,no-UMI,Luciferase,7,C08,0.643312102,158,MED-GOOD,
Hdlbp,BAE,1,no-UMI,Dnmt1,7,C09,NA,0,MED,
Hdlbp,BAE,1,no-UMI,Dnmt1,7,C10,NA,0,LOW,
Hdlbp,BAE,1,no-UMI,Rad21,7,C11,NA,0,LOW,
Hdlbp,BAE,1,no-UMI,Ring1,7,C12,0.72972973,111,LOW,
Hdlbp,BAE,1,no-UMI,Ehmt2,7,D01,0.402597403,154,GOOD,
Hdlbp,BAE,1,no-UMI,Rrm2,7,D02,1,1,LOW,
Hdlbp,BAE,1,no-UMI,Ring1,7,D03,0,1,LOW,
Hdlbp,BAE,1,no-UMI,Kmt5a,7,D04,NA,0,LOW,
Hdlbp,BAE,1,no-UMI,Ehmt2,7,D05,0.333333333,3,LOW,
Hdlbp,BAE,1,no-UMI,Ctcf,7,D06,1,1,LOW,
Hdlbp,BAE,1,no-UMI,Suv39h1,7,D07,0.415384615,65,GOOD,
Hdlbp,BAE,1,no-UMI,Atrx,7,D08,0,1,LOW,
Hdlbp,BAE,1,no-UMI,GFP,7,D09,0.293478261,92,GOOD,
Hdlbp,BAE,1,no-UMI,Hdac2,7,D10,0.736842105,19,GOOD,
Hdlbp,BAE,1,no-UMI,Hdac2,7,D11,0,1,LOW,
Hdlbp,BAE,1,no-UMI,Smchd1,7,D12,0.643564356,405,GOOD,
Hdlbp,BAE,1,no-UMI,Eed,7,E01,1,43,LOW,
Hdlbp,BAE,1,no-UMI,Atf7ip,7,E02,0.048780488,41,LOW,
Hdlbp,BAE,1,no-UMI,Eed,7,E03,0,25,MED,
Hdlbp,BAE,1,no-UMI,Rad21,7,E04,0.5,208,GOOD,
Hdlbp,BAE,1,no-UMI,Hdac1,7,E05,0.690721649,97,MED,
Hdlbp,BAE,1,no-UMI,Rad21,7,E06,1,1,LOW,
Hdlbp,BAE,1,no-UMI,Ehmt2,7,E07,0.611764706,85,MED,
Hdlbp,BAE,1,no-UMI,Rnf2,7,E08,0.527272727,221,GOOD,
Hdlbp,BAE,1,no-UMI,Kmt5a,7,E09,0.142857143,14,MED,
Hdlbp,BAE,1,no-UMI,Sirt1,7,E10,0.462962963,55,MED,
Hdlbp,BAE,1,no-UMI,Zfp57,7,E11,0.467741935,62,MED,
Hdlbp,BAE,1,no-UMI,Ring1,7,E12,0.595744681,235,MED,
Hdlbp,BAE,1,no-UMI,Hdac1,7,F01,0.722222222,108,MED,
Hdlbp,BAE,1,no-UMI,Sirt1,7,F02,1,1,LOW,
Hdlbp,BAE,1,no-UMI,Atf7ip,7,F03,NA,0,LOW,
Hdlbp,BAE,1,no-UMI,Parp1,7,F04,1,3,LOW,
Hdlbp,BAE,1,no-UMI,Dnmt1,7,F05,NA,0,LOW-MED,
Hdlbp,BAE,1,no-UMI,Ctcf,7,F06,NA,0,LOW,
Hdlbp,BAE,1,no-UMI,Zfp57,7,F07,1,22,LOW,
Hdlbp,BAE,1,no-UMI,Ctcf,7,F08,0.041322314,121,MED-GOOD,
Hdlbp,BAE,1,no-UMI,Rad21,7,F09,NA,0,LOW,
Hdlbp,BAE,1,no-UMI,Rnf2,7,F10,0.635416667,96,MED,
Hdlbp,BAE,1,no-UMI,Hdac1,7,F11,NA,0,LOW,
Hdlbp,BAE,1,no-UMI,Suv39h1,7,F12,1,1,LOW-MED,
Hdlbp,BAE,1,no-UMI,Suv39h1,7,G01,0.377192982,114,MED-GOOD,
Hdlbp,BAE,1,no-UMI,Zfp57,7,G02,0.448275862,58,LOW-MED,
Hdlbp,BAE,1,no-UMI,Smchd1,7,G03,0,1,LOW,
Hdlbp,BAE,1,no-UMI,Atf7ip,7,G04,0.435483871,125,MED-GOOD,
Hdlbp,BAE,1,no-UMI,Ring1,7,G05,0.571428571,106,MED,
Hdlbp,BAE,1,no-UMI,Atf7ip,7,G06,NA,0,LOW,
Hdlbp,BAE,1,no-UMI,Eed,7,G07,0.563176895,278,GOOD,
Hdlbp,BAE,1,no-UMI,Ctcf,7,G08,0.403225806,62,MED,
Hdlbp,BAE,1,no-UMI,Sirt1,7,G09,0.727272727,11,LOW,
Hdlbp,BAE,1,no-UMI,Zfp57,7,G10,1,22,LOW-MED,
Hdlbp,BAE,1,no-UMI,Hdac2,7,G11,0.468085106,47,LOW-MED,
Hdlbp,BAE,1,no-UMI,Kmt5a,7,G12,1,28,LOW,
Hdlbp,BAE,1,no-UMI,Ring1,7,H01,0.5078125,257,GOOD,
Hdlbp,BAE,1,no-UMI,Atrx,7,H02,1,1,LOW,
Hdlbp,BAE,1,no-UMI,Parp1,7,H03,0.412162162,149,MED-GOOD,
Hdlbp,BAE,1,no-UMI,Rnf2,7,H04,0.61328125,256,GOOD,
Hdlbp,BAE,1,no-UMI,Atrx,7,H05,0.490909091,276,GOOD,
Hdlbp,BAE,1,no-UMI,Suv39h1,7,H06,NA,0,LOW,
Hdlbp,BAE,1,no-UMI,Hdac1,7,H07,0.52173913,23,LOW-MED,
Hdlbp,BAE,1,no-UMI,Rnf2,7,H08,0.413043478,184,MED-GOOD,
Hdlbp,BAE,1,no-UMI,pLKO,7,H09,0.4975892,1038,GOOD,
Hdlbp,BAE,1,no-UMI,pLKO,7,H10,0.542725173,433,GOOD,
Hdlbp,BAE,1,no-UMI,EMPTY,7,H11,NA,0,L-NC,
Hdlbp,BAE,1,no-UMI,EMPTY,7,H12,0.5,2,L-NC,
Hdlbp,BAE,1,no-UMI,Ctcf,19,A01,NA,0,LOW-VL,
Hdlbp,BAE,1,no-UMI,Rnf2,19,A02,0.2,5,LOW-VL,
Hdlbp,BAE,1,no-UMI,Ehmt2,19,A03,0.497342445,1318,VERY GOOD,
Hdlbp,BAE,1,no-UMI,Parp1,19,A04,0.528095734,1922,VERY GOOD,
Hdlbp,BAE,1,no-UMI,Parp1,19,A05,NA,0,LOW-NC,
Hdlbp,BAE,1,no-UMI,Zfp57,19,A06,0.545687447,1171,VERY GOOD,
Hdlbp,BAE,1,no-UMI,Atf7ip,19,A07,0.507344633,885,MED,
Hdlbp,BAE,1,no-UMI,Hdac2,19,A08,0.498858447,879,VERY GOOD,
Hdlbp,BAE,1,no-UMI,Kmt5a,19,A09,NA,0,LOW-VL,
Hdlbp,BAE,1,no-UMI,Suv39h1,19,A10,0.452131377,1431,VERY GOOD,
Hdlbp,BAE,1,no-UMI,Smchd1,19,A11,NA,0,LOW-VL,
Hdlbp,BAE,1,no-UMI,Sirt1,19,A12,0.513944223,502,GOOD,
Hdlbp,BAE,1,no-UMI,Atrx,19,B01,NA,0,LOW-VL,
Hdlbp,BAE,1,no-UMI,Rad21,19,B02,0,1,LOW-NC,
Hdlbp,BAE,1,no-UMI,Eed,19,B03,0.5,2,LOW-NC,
Hdlbp,BAE,1,no-UMI,Hdac1,19,B04,0.627659574,282,MED,
Hdlbp,BAE,1,no-UMI,Dnmt1,19,B05,0.75,4,LOW-VL,
Hdlbp,BAE,1,no-UMI,Eed,19,B06,1,34,VL,
Hdlbp,BAE,1,no-UMI,Rrm2,19,B07,0.526388889,721,VERY GOOD,
Hdlbp,BAE,1,no-UMI,Atrx,19,B08,0.518518519,567,VERY GOOD,
Hdlbp,BAE,1,no-UMI,Dnmt1,19,B09,0.502847844,1230,VERY GOOD,
Hdlbp,BAE,1,no-UMI,Sirt1,19,B10,0.473684211,19,LOW,
Hdlbp,BAE,1,no-UMI,Parp1,19,B11,1,14,VL,
Hdlbp,BAE,1,no-UMI,Hdac2,19,B12,1,1,MED-GOOD,
Hdlbp,BAE,1,no-UMI,Smchd1,19,C01,NA,0,LOW-NC,
Hdlbp,BAE,1,no-UMI,Ehmt2,19,C02,0.52962298,1114,VERY GOOD,
Hdlbp,BAE,1,no-UMI,Rrm2,19,C03,NA,0,LOW-NC,
Hdlbp,BAE,1,no-UMI,Rrm2,19,C04,NA,0,LOW-NC,
Hdlbp,BAE,1,no-UMI,Smchd1,19,C05,0.47145488,1087,VERY GOOD,
Hdlbp,BAE,1,no-UMI,Rrm2,19,C06,0.5,616,MED,
Hdlbp,BAE,1,no-UMI,Kmt5a,19,C07,NA,0,LOW-NC,
Hdlbp,BAE,1,no-UMI,Luciferase,19,C08,0.503875969,775,VERY GOOD,
Hdlbp,BAE,1,no-UMI,Dnmt1,19,C09,0.486352357,806,VERY GOOD,
Hdlbp,BAE,1,no-UMI,Dnmt1,19,C10,NA,0,LOW-NC,
Hdlbp,BAE,1,no-UMI,Rad21,19,C11,NA,0,LOW-NC,
Hdlbp,BAE,1,no-UMI,Ring1,19,C12,0.492957746,213,MED,
Hdlbp,BAE,1,no-UMI,Ehmt2,19,D01,0.528571429,912,VERY GOOD,
Hdlbp,BAE,1,no-UMI,Rrm2,19,D02,1,1,LOW-NC,
Hdlbp,BAE,1,no-UMI,Ring1,19,D03,NA,0,LOW-NC,
Hdlbp,BAE,1,no-UMI,Kmt5a,19,D04,1,2,LOW-NC,
Hdlbp,BAE,1,no-UMI,Ehmt2,19,D05,NA,0,LOW-NC,
Hdlbp,BAE,1,no-UMI,Ctcf,19,D06,0,1,LOW-NC,
Hdlbp,BAE,1,no-UMI,Suv39h1,19,D07,0.505385253,1208,VERY GOOD,
Hdlbp,BAE,1,no-UMI,Atrx,19,D08,0,1,VL,
Hdlbp,BAE,1,no-UMI,GFP,19,D09,0.510169492,592,GOOD,
Hdlbp,BAE,1,no-UMI,Hdac2,19,D10,0.459016393,367,MED-GOOD,
Hdlbp,BAE,1,no-UMI,Hdac2,19,D11,1,1,LOW-NC,
Hdlbp,BAE,1,no-UMI,Smchd1,19,D12,0.433862434,189,VERY GOOD,
Hdlbp,BAE,1,no-UMI,Eed,19,E01,0.453954496,925,VERY GOOD,
Hdlbp,BAE,1,no-UMI,Atf7ip,19,E02,0.590834697,611,LOW,
Hdlbp,BAE,1,no-UMI,Eed,19,E03,0.443478261,1150,MED-GOOD,
Hdlbp,BAE,1,no-UMI,Rad21,19,E04,0.533996683,606,VERY GOOD,
Hdlbp,BAE,1,no-UMI,Hdac1,19,E05,0.478036176,1163,VERY GOOD,
Hdlbp,BAE,1,no-UMI,Rad21,19,E06,0.555555556,9,LOW-NC,
Hdlbp,BAE,1,no-UMI,Ehmt2,19,E07,0.478474785,815,GOOD,
Hdlbp,BAE,1,no-UMI,Rnf2,19,E08,0.497076023,856,VERY GOOD,
Hdlbp,BAE,1,no-UMI,Kmt5a,19,E09,0.666666667,9,VL,
Hdlbp,BAE,1,no-UMI,Sirt1,19,E10,0.495344507,538,MED-GOOD,
Hdlbp,BAE,1,no-UMI,Zfp57,19,E11,0.454002389,837,MED-GOOD,
Hdlbp,BAE,1,no-UMI,Ring1,19,E12,0.523222749,1056,VERY GOOD,
Hdlbp,BAE,1,no-UMI,Hdac1,19,F01,0.507575758,529,MED,
Hdlbp,BAE,1,no-UMI,Sirt1,19,F02,0.5,584,LOW-MED,
Hdlbp,BAE,1,no-UMI,Atf7ip,19,F03,0.5,2,LOW-NC,
Hdlbp,BAE,1,no-UMI,Parp1,19,F04,NA,0,VL,
Hdlbp,BAE,1,no-UMI,Dnmt1,19,F05,0.166666667,6,VL,
Hdlbp,BAE,1,no-UMI,Ctcf,19,F06,NA,0,LOW-NC,
Hdlbp,BAE,1,no-UMI,Zfp57,19,F07,0.285714286,7,VL,
Hdlbp,BAE,1,no-UMI,Ctcf,19,F08,0.498023715,507,MED,
Hdlbp,BAE,1,no-UMI,Rad21,19,F09,0.536256324,593,GOOD,
Hdlbp,BAE,1,no-UMI,Rnf2,19,F10,0.510688836,844,VERY GOOD,
Hdlbp,BAE,1,no-UMI,Hdac1,19,F11,0.06741573,89,LOW-MED,
Hdlbp,BAE,1,no-UMI,Suv39h1,19,F12,0.01754386,57,VL,
Hdlbp,BAE,1,no-UMI,Suv39h1,19,G01,0.536273115,704,VERY GOOD,
Hdlbp,BAE,1,no-UMI,Zfp57,19,G02,0.49867374,1132,VERY GOOD,
Hdlbp,BAE,1,no-UMI,Smchd1,19,G03,0,1,LOW-NC,
Hdlbp,BAE,1,no-UMI,Atf7ip,19,G04,0.473076923,1040,VERY GOOD,
Hdlbp,BAE,1,no-UMI,Ring1,19,G05,0.518823529,854,MED,
Hdlbp,BAE,1,no-UMI,Atf7ip,19,G06,0.521276596,188,LOW,
Hdlbp,BAE,1,no-UMI,Eed,19,G07,0.541617819,853,VERY GOOD,
Hdlbp,BAE,1,no-UMI,Ctcf,19,G08,0.519047619,420,MED-GOOD,
Hdlbp,BAE,1,no-UMI,Sirt1,19,G09,0,2,VL,
Hdlbp,BAE,1,no-UMI,Zfp57,19,G10,0.023809524,42,VL,
Hdlbp,BAE,1,no-UMI,Hdac2,19,G11,0.545183714,1009,VERY GOOD,
Hdlbp,BAE,1,no-UMI,Kmt5a,19,G12,0.47973713,914,GOOD,
Hdlbp,BAE,1,no-UMI,Ring1,19,H01,0.489795918,1617,VERY GOOD,
Hdlbp,BAE,1,no-UMI,Atrx,19,H02,0.151960784,409,LOW,
Hdlbp,BAE,1,no-UMI,Parp1,19,H03,0.507917174,821,VERY GOOD,
Hdlbp,BAE,1,no-UMI,Rnf2,19,H04,0.546786547,3009,VERY GOOD,
Hdlbp,BAE,1,no-UMI,Atrx,19,H05,0.521797753,2227,VERY GOOD,
Hdlbp,BAE,1,no-UMI,Suv39h1,19,H06,NA,0,VL,
Hdlbp,BAE,1,no-UMI,Hdac1,19,H07,0.626707132,660,LOW,
Hdlbp,BAE,1,no-UMI,Rnf2,19,H08,0.501834862,2181,VERY GOOD,
Hdlbp,BAE,1,no-UMI,pLKO,19,H09,0.530265133,2000,VERY GOOD,
Hdlbp,BAE,1,no-UMI,pLKO,19,H10,0.555647841,1204,VERY GOOD,
Hdlbp,BAE,1,no-UMI,EMPTY,19,H11,1,2,NC,
Hdlbp,BAE,1,no-UMI,EMPTY,19,H12,0.416666667,12,NC,
Adamtsl4,MAE,1,no-UMI,Ctcf,7,A01,NA,0,LOW,
Adamtsl4,MAE,1,no-UMI,Rnf2,7,A02,0.666666667,3,LOW,
Adamtsl4,MAE,1,no-UMI,Ehmt2,7,A03,0.572678331,1486,GOOD,
Adamtsl4,MAE,1,no-UMI,Parp1,7,A04,0.998792999,1659,MED,
Adamtsl4,MAE,1,no-UMI,Parp1,7,A05,0.666666667,3,LOW,
Adamtsl4,MAE,1,no-UMI,Zfp57,7,A06,0.999009312,5050,GOOD,
Adamtsl4,MAE,1,no-UMI,Atf7ip,7,A07,0.875,16,MED-GOOD,
Adamtsl4,MAE,1,no-UMI,Hdac2,7,A08,0.997072219,3079,GOOD,
Adamtsl4,MAE,1,no-UMI,Kmt5a,7,A09,1,7,LOW,
Adamtsl4,MAE,1,no-UMI,Suv39h1,7,A10,0.998567335,3492,MED,
Adamtsl4,MAE,1,no-UMI,Smchd1,7,A11,NA,0,LOW,
Adamtsl4,MAE,1,no-UMI,Sirt1,7,A12,0.998267565,5205,GOOD,
Adamtsl4,MAE,1,no-UMI,Atrx,7,B01,1,1,LOW,
Adamtsl4,MAE,1,no-UMI,Rad21,7,B02,1,4,LOW,
Adamtsl4,MAE,1,no-UMI,Eed,7,B03,0.866666667,15,LOW,
Adamtsl4,MAE,1,no-UMI,Hdac1,7,B04,0.995698925,1397,MED,
Adamtsl4,MAE,1,no-UMI,Dnmt1,7,B05,1,3,LOW,
Adamtsl4,MAE,1,no-UMI,Eed,7,B06,0.504475183,1233,MED-GOOD,
Adamtsl4,MAE,1,no-UMI,Rrm2,7,B07,0.998754282,3212,MED-GOOD,
Adamtsl4,MAE,1,no-UMI,Atrx,7,B08,0.863636364,22,MED,
Adamtsl4,MAE,1,no-UMI,Dnmt1,7,B09,0.998120301,1601,GOOD,
Adamtsl4,MAE,1,no-UMI,Sirt1,7,B10,1,145,MED,
Adamtsl4,MAE,1,no-UMI,Parp1,7,B11,NA,0,LOW,
Adamtsl4,MAE,1,no-UMI,Hdac2,7,B12,0.814842863,2644,MED,
Adamtsl4,MAE,1,no-UMI,Smchd1,7,C01,1,1,LOW,
Adamtsl4,MAE,1,no-UMI,Ehmt2,7,C02,0.827398914,1658,GOOD,
Adamtsl4,MAE,1,no-UMI,Rrm2,7,C03,NA,0,LOW,
Adamtsl4,MAE,1,no-UMI,Rrm2,7,C04,1,11,LOW,
Adamtsl4,MAE,1,no-UMI,Smchd1,7,C05,0.833001988,1007,GOOD,
Adamtsl4,MAE,1,no-UMI,Rrm2,7,C06,1,361,LOW,
Adamtsl4,MAE,1,no-UMI,Kmt5a,7,C07,1,6,LOW,
Adamtsl4,MAE,1,no-UMI,Luciferase,7,C08,0.862021858,1464,MED-GOOD,
Adamtsl4,MAE,1,no-UMI,Dnmt1,7,C09,1,4,MED,
Adamtsl4,MAE,1,no-UMI,Dnmt1,7,C10,1,4,LOW,
Adamtsl4,MAE,1,no-UMI,Rad21,7,C11,NA,0,LOW,
Adamtsl4,MAE,1,no-UMI,Ring1,7,C12,0.997338066,1128,LOW,
Adamtsl4,MAE,1,no-UMI,Ehmt2,7,D01,0.994652406,561,GOOD,
Adamtsl4,MAE,1,no-UMI,Rrm2,7,D02,1,3,LOW,
Adamtsl4,MAE,1,no-UMI,Ring1,7,D03,0.666666667,6,LOW,
Adamtsl4,MAE,1,no-UMI,Kmt5a,7,D04,1,6,LOW,
Adamtsl4,MAE,1,no-UMI,Ehmt2,7,D05,1,3,LOW,
Adamtsl4,MAE,1,no-UMI,Ctcf,7,D06,1,558,LOW,
Adamtsl4,MAE,1,no-UMI,Suv39h1,7,D07,0.996777658,931,GOOD,
Adamtsl4,MAE,1,no-UMI,Atrx,7,D08,0.928571429,14,LOW,
Adamtsl4,MAE,1,no-UMI,GFP,7,D09,0.998932764,1877,GOOD,
Adamtsl4,MAE,1,no-UMI,Hdac2,7,D10,0.814479638,1990,GOOD,
Adamtsl4,MAE,1,no-UMI,Hdac2,7,D11,0.545454545,11,LOW,
Adamtsl4,MAE,1,no-UMI,Smchd1,7,D12,0.971864568,2099,GOOD,
Adamtsl4,MAE,1,no-UMI,Eed,7,E01,1,550,LOW,
Adamtsl4,MAE,1,no-UMI,Atf7ip,7,E02,1,8,LOW,
Adamtsl4,MAE,1,no-UMI,Eed,7,E03,1,16,MED,
Adamtsl4,MAE,1,no-UMI,Rad21,7,E04,0.893518519,1080,GOOD,
Adamtsl4,MAE,1,no-UMI,Hdac1,7,E05,0.998868778,885,MED,
Adamtsl4,MAE,1,no-UMI,Rad21,7,E06,0.999178307,1218,LOW,
Adamtsl4,MAE,1,no-UMI,Ehmt2,7,E07,0.999168745,1203,MED,
Adamtsl4,MAE,1,no-UMI,Rnf2,7,E08,0.996085011,1790,GOOD,
Adamtsl4,MAE,1,no-UMI,Kmt5a,7,E09,0.947368421,19,MED,
Adamtsl4,MAE,1,no-UMI,Sirt1,7,E10,0.875,8,MED,
Adamtsl4,MAE,1,no-UMI,Zfp57,7,E11,0.998128509,1606,MED,
Adamtsl4,MAE,1,no-UMI,Ring1,7,E12,0.999454446,1836,MED,
Adamtsl4,MAE,1,no-UMI,Hdac1,7,F01,1,7,MED,
Adamtsl4,MAE,1,no-UMI,Sirt1,7,F02,1,1,LOW,
Adamtsl4,MAE,1,no-UMI,Atf7ip,7,F03,1,1,LOW,
Adamtsl4,MAE,1,no-UMI,Parp1,7,F04,1,3,LOW,
Adamtsl4,MAE,1,no-UMI,Dnmt1,7,F05,0.987179487,78,LOW-MED,
Adamtsl4,MAE,1,no-UMI,Ctcf,7,F06,NA,0,LOW,
Adamtsl4,MAE,1,no-UMI,Zfp57,7,F07,0.888888889,9,LOW,
Adamtsl4,MAE,1,no-UMI,Ctcf,7,F08,0.925442996,2995,MED-GOOD,
Adamtsl4,MAE,1,no-UMI,Rad21,7,F09,1,3,LOW,
Adamtsl4,MAE,1,no-UMI,Rnf2,7,F10,0.99862164,1452,MED,
Adamtsl4,MAE,1,no-UMI,Hdac1,7,F11,1,282,LOW,
Adamtsl4,MAE,1,no-UMI,Suv39h1,7,F12,0.998990918,991,LOW-MED,
Adamtsl4,MAE,1,no-UMI,Suv39h1,7,G01,0.995833333,723,MED-GOOD,
Adamtsl4,MAE,1,no-UMI,Zfp57,7,G02,0.998489426,662,LOW-MED,
Adamtsl4,MAE,1,no-UMI,Smchd1,7,G03,1,3,LOW,
Adamtsl4,MAE,1,no-UMI,Atf7ip,7,G04,1,674,MED-GOOD,
Adamtsl4,MAE,1,no-UMI,Ring1,7,G05,1,582,MED,
Adamtsl4,MAE,1,no-UMI,Atf7ip,7,G06,0.997782705,903,LOW,
Adamtsl4,MAE,1,no-UMI,Eed,7,G07,0.964463397,1409,GOOD,
Adamtsl4,MAE,1,no-UMI,Ctcf,7,G08,0.99765625,2567,MED,
Adamtsl4,MAE,1,no-UMI,Sirt1,7,G09,0.875,8,LOW,
Adamtsl4,MAE,1,no-UMI,Zfp57,7,G10,1,476,LOW-MED,
Adamtsl4,MAE,1,no-UMI,Hdac2,7,G11,0.998111426,1059,LOW-MED,
Adamtsl4,MAE,1,no-UMI,Kmt5a,7,G12,1,1203,LOW,
Adamtsl4,MAE,1,no-UMI,Ring1,7,H01,0.873858447,1754,GOOD,
Adamtsl4,MAE,1,no-UMI,Atrx,7,H02,1,1,LOW,
Adamtsl4,MAE,1,no-UMI,Parp1,7,H03,0.847266881,623,MED-GOOD,
Adamtsl4,MAE,1,no-UMI,Rnf2,7,H04,0.760058522,2741,GOOD,
Adamtsl4,MAE,1,no-UMI,Atrx,7,H05,0.890865385,2083,GOOD,
